"rules","support","confidence","coverage","lift","count"
"{onions,other vegetables} => {whole milk}",0.00660904931367565,0.464285714285714,0.0142348754448399,1.81705133306805,65
"{onions,whole milk} => {other vegetables}",0.00660904931367565,0.546218487394958,0.0120996441281139,2.82294210379895,65
"{hamburger meat,other vegetables} => {whole milk}",0.00630401626842908,0.455882352941176,0.0138281647178444,1.78416352613469,62
"{hamburger meat,whole milk} => {other vegetables}",0.00630401626842908,0.427586206896552,0.0147432638535841,2.20983202565822,62
"{other vegetables,sugar} => {whole milk}",0.00630401626842908,0.584905660377358,0.0107778342653788,2.28911546749356,62
"{sugar,whole milk} => {other vegetables}",0.00630401626842908,0.418918918918919,0.0150482968988307,2.16503813324623,62
"{cream cheese,yogurt} => {whole milk}",0.00660904931367565,0.532786885245902,0.0124046771733604,2.08514087401251,65
"{cream cheese,whole milk} => {yogurt}",0.00660904931367565,0.401234567901235,0.0164717844433147,2.8761967750063,65
"{cream cheese,other vegetables} => {whole milk}",0.0067107269954245,0.488888888888889,0.0137264870360956,1.91333952336738,66
"{cream cheese,whole milk} => {other vegetables}",0.0067107269954245,0.407407407407407,0.0164717844433147,2.10554485120959,66
"{chicken,other vegetables} => {whole milk}",0.00843924758515506,0.471590909090909,0.0178952719877987,1.84564130159534,83
"{chicken,whole milk} => {other vegetables}",0.00843924758515506,0.479768786127168,0.0175902389425521,2.47951971180278,83
"{coffee,other vegetables} => {whole milk}",0.00640569395017794,0.477272727272727,0.013421453990849,1.86787794378324,63
"{coffee,whole milk} => {other vegetables}",0.00640569395017794,0.342391304347826,0.0187086934417895,1.76953151774087,63
"{frozen vegetables,root vegetables} => {other vegetables}",0.00610066090493137,0.526315789473684,0.0115912557193696,2.72008186519899,60
"{frozen vegetables,other vegetables} => {root vegetables}",0.00610066090493137,0.342857142857143,0.0177935943060498,3.1455223880597,60
"{frozen vegetables,root vegetables} => {whole milk}",0.00620233858668022,0.535087719298246,0.0115912557193696,2.09414553095831,61
"{frozen vegetables,whole milk} => {root vegetables}",0.00620233858668022,0.303482587064677,0.0204372140315201,2.78428287666147,61
"{frozen vegetables,yogurt} => {whole milk}",0.00610066090493137,0.491803278688525,0.0124046771733604,1.9247454221654,60
"{frozen vegetables,whole milk} => {yogurt}",0.00610066090493137,0.298507462686567,0.0204372140315201,2.13981114833993,60
"{frozen vegetables,other vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,0.0177935943060498,2.12455232789495,95
"{frozen vegetables,whole milk} => {other vegetables}",0.00965937976614133,0.472636815920398,0.0204372140315201,2.44266058043989,95
"{beef,root vegetables} => {other vegetables}",0.00793085917641078,0.456140350877193,0.0173868835790544,2.35740428317246,78
"{beef,other vegetables} => {root vegetables}",0.00793085917641078,0.402061855670103,0.0197254702592781,3.68869249115248,78
"{beef,root vegetables} => {whole milk}",0.00803253685815963,0.461988304093567,0.0173868835790544,1.80806007590936,79
"{beef,whole milk} => {root vegetables}",0.00803253685815963,0.37799043062201,0.0212506354855109,3.46785063914875,79
"{beef,yogurt} => {whole milk}",0.00610066090493137,0.521739130434783,0.0116929334011185,2.04190383916677,60
"{beef,whole milk} => {yogurt}",0.00610066090493137,0.287081339712919,0.0212506354855109,2.05790450151352,60
"{beef,rolls/buns} => {whole milk}",0.00681240467717336,0.5,0.0136248093543467,1.95682451253482,67
"{beef,whole milk} => {rolls/buns}",0.00681240467717336,0.320574162679426,0.0212506354855109,1.74286726918306,67
"{beef,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,0.0197254702592781,1.83578382103782,91
"{beef,whole milk} => {other vegetables}",0.00925266903914591,0.435406698564593,0.0212506354855109,2.25024954302826,91
"{curd,tropical fruit} => {whole milk}",0.00650737163192679,0.633663366336634,0.0102694458566345,2.47993601588571,64
"{curd,whole milk} => {tropical fruit}",0.00650737163192679,0.249027237354086,0.026131164209456,2.37323922420294,64
"{curd,root vegetables} => {whole milk}",0.00620233858668022,0.570093457943925,0.0108795119471276,2.23114570588082,61
"{curd,whole milk} => {root vegetables}",0.00620233858668022,0.237354085603113,0.026131164209456,2.17759088797259,61
"{curd,yogurt} => {other vegetables}",0.00610066090493137,0.352941176470588,0.0172852058973055,1.82405489783932,60
"{curd,other vegetables} => {yogurt}",0.00610066090493137,0.355029585798817,0.0171835282155567,2.54498249003743,60
"{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,0.0172852058973055,2.27912502048173,99
"{curd,whole milk} => {yogurt}",0.0100660904931368,0.385214007782101,0.026131164209456,2.76135551496863,99
"{curd,other vegetables} => {whole milk}",0.00986273512963904,0.57396449704142,0.0171835282155567,2.24629559427074,97
"{curd,whole milk} => {other vegetables}",0.00986273512963904,0.377431906614786,0.026131164209456,1.95062680060768,97
"{napkins,yogurt} => {whole milk}",0.00610066090493137,0.495867768595041,0.0123029994916116,1.94065240912544,60
"{napkins,whole milk} => {yogurt}",0.00610066090493137,0.309278350515464,0.0197254702592781,2.21702082895014,60
"{napkins,other vegetables} => {whole milk}",0.00681240467717336,0.471830985915493,0.0144382308083376,1.84658087802581,67
"{napkins,whole milk} => {other vegetables}",0.00681240467717336,0.345360824742268,0.0197254702592781,1.78487846103006,67
"{pork,root vegetables} => {other vegetables}",0.00701576004067107,0.514925373134328,0.0136248093543467,2.66121442184767,69
"{other vegetables,pork} => {root vegetables}",0.00701576004067107,0.323943661971831,0.0216573462125064,2.97200178684045,69
"{pork,root vegetables} => {whole milk}",0.00681240467717336,0.5,0.0136248093543467,1.95682451253482,67
"{pork,whole milk} => {root vegetables}",0.00681240467717336,0.307339449541284,0.0221657346212506,2.81966743119266,67
"{pork,rolls/buns} => {whole milk}",0.00620233858668022,0.54954954954955,0.011286222674123,2.15074405882205,61
"{pork,whole milk} => {rolls/buns}",0.00620233858668022,0.279816513761468,0.0221657346212506,1.52127994076508,61
"{other vegetables,pork} => {whole milk}",0.0101677681748856,0.469483568075117,0.0216573462125064,1.8373939084834,100
"{pork,whole milk} => {other vegetables}",0.0101677681748856,0.458715596330275,0.0221657346212506,2.37071355223766,100
"{frankfurter,yogurt} => {whole milk}",0.00620233858668022,0.554545454545455,0.0111845449923742,2.17029627753862,61
"{frankfurter,whole milk} => {yogurt}",0.00620233858668022,0.301980198019802,0.0205388917132689,2.16470499090725,61
"{frankfurter,other vegetables} => {whole milk}",0.00762582613116421,0.462962962962963,0.0164717844433147,1.81187454864335,75
"{frankfurter,whole milk} => {other vegetables}",0.00762582613116421,0.371287128712871,0.0205388917132689,1.918869632628,75
"{bottled beer,bottled water} => {whole milk}",0.00610066090493137,0.387096774193548,0.0157600406710727,1.51496091293018,60
"{bottled beer,whole milk} => {bottled water}",0.00610066090493137,0.298507462686567,0.0204372140315201,2.700847189993,60
"{bottled beer,other vegetables} => {whole milk}",0.00762582613116421,0.471698113207547,0.0161667513980681,1.8460608608819,75
"{bottled beer,whole milk} => {other vegetables}",0.00762582613116421,0.373134328358209,0.0204372140315201,1.9284162477157,75
"{brown bread,yogurt} => {whole milk}",0.00711743772241993,0.48951048951049,0.0145399084900864,1.91577225003409,70
"{brown bread,whole milk} => {yogurt}",0.00711743772241993,0.282258064516129,0.0252160650737163,2.02332949308756,70
"{brown bread,other vegetables} => {whole milk}",0.00935434672089476,0.5,0.0187086934417895,1.95682451253482,92
"{brown bread,whole milk} => {other vegetables}",0.00935434672089476,0.370967741935484,0.0252160650737163,1.91721899208381,92
"{margarine,yogurt} => {whole milk}",0.00701576004067107,0.492857142857143,0.0142348754448399,1.92886987664146,69
"{margarine,whole milk} => {yogurt}",0.00701576004067107,0.289915966386555,0.0241992882562278,2.07822414680158,69
"{margarine,rolls/buns} => {whole milk}",0.00793085917641078,0.537931034482759,0.0147432638535841,2.10527326865815,78
"{margarine,whole milk} => {rolls/buns}",0.00793085917641078,0.327731092436975,0.0241992882562278,1.78177738757194,78
"{margarine,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,0.0197254702592781,1.83578382103782,91
"{margarine,whole milk} => {other vegetables}",0.00925266903914591,0.382352941176471,0.0241992882562278,1.97605947265927,91
"{butter,whipped/sour cream} => {whole milk}",0.0067107269954245,0.66,0.0101677681748856,2.58300835654596,66
"{butter,whole milk} => {whipped/sour cream}",0.0067107269954245,0.243542435424354,0.02755465175394,3.39750333673549,66
"{whipped/sour cream,whole milk} => {butter}",0.0067107269954245,0.20820189274448,0.0322318251143874,3.75718461493937,66
"{butter,tropical fruit} => {whole milk}",0.00620233858668022,0.622448979591837,0.0099644128113879,2.43604684213518,61
"{butter,whole milk} => {tropical fruit}",0.00620233858668022,0.225092250922509,0.02755465175394,2.14513787579736,61
"{butter,root vegetables} => {other vegetables}",0.00660904931367565,0.511811023622047,0.0129130655821047,2.6451189791502,65
"{butter,other vegetables} => {root vegetables}",0.00660904931367565,0.32994923857868,0.0200305033045247,3.0270995908781,65
"{butter,root vegetables} => {whole milk}",0.00823589222165735,0.637795275590551,0.0129130655821047,2.49610685850898,81
"{butter,whole milk} => {root vegetables}",0.00823589222165735,0.298892988929889,0.02755465175394,2.74217588257972,81
"{butter,yogurt} => {other vegetables}",0.00640569395017794,0.4375,0.0146415861718353,2.26106805044666,63
"{butter,other vegetables} => {yogurt}",0.00640569395017794,0.319796954314721,0.0200305033045247,2.29242204496012,63
"{butter,yogurt} => {whole milk}",0.00935434672089476,0.638888888888889,0.0146415861718353,2.50038687712782,92
"{butter,whole milk} => {yogurt}",0.00935434672089476,0.339483394833948,0.02755465175394,2.4335416823556,92
"{butter,rolls/buns} => {whole milk}",0.00660904931367565,0.492424242424242,0.013421453990849,1.92717565628429,65
"{butter,whole milk} => {rolls/buns}",0.00660904931367565,0.239852398523985,0.02755465175394,1.30400682116274,65
"{butter,other vegetables} => {whole milk}",0.0114895780376207,0.573604060913706,0.0200305033045247,2.24488497377091,113
"{butter,whole milk} => {other vegetables}",0.0114895780376207,0.416974169741697,0.02755465175394,2.15498736700452,113
"{newspapers,yogurt} => {whole milk}",0.00660904931367565,0.43046357615894,0.0153533299440773,1.68468335516243,65
"{newspapers,whole milk} => {yogurt}",0.00660904931367565,0.241635687732342,0.0273512963904423,1.73213337379561,65
"{newspapers,rolls/buns} => {whole milk}",0.00762582613116421,0.38659793814433,0.0197254702592781,1.51300864371249,75
"{newspapers,whole milk} => {rolls/buns}",0.00762582613116421,0.278810408921933,0.0273512963904423,1.51581004518917,75
"{newspapers,other vegetables} => {whole milk}",0.0083375699034062,0.431578947368421,0.0193187595322827,1.689048526609,82
"{newspapers,whole milk} => {other vegetables}",0.0083375699034062,0.304832713754647,0.0273512963904423,1.57542287954648,82
"{domestic eggs,tropical fruit} => {whole milk}",0.00691408235892222,0.607142857142857,0.0113879003558719,2.37614405093514,68
"{domestic eggs,whole milk} => {tropical fruit}",0.00691408235892222,0.230508474576271,0.0299949161159126,2.19675469714886,68
"{domestic eggs,root vegetables} => {other vegetables}",0.00732079308591764,0.51063829787234,0.0143365531265887,2.63905815006541,72
"{domestic eggs,other vegetables} => {root vegetables}",0.00732079308591764,0.328767123287671,0.0222674123029995,3.01625434471478,72
"{domestic eggs,root vegetables} => {whole milk}",0.00854092526690392,0.595744680851064,0.0143365531265887,2.33153558940319,84
"{domestic eggs,whole milk} => {root vegetables}",0.00854092526690392,0.284745762711864,0.0299949161159126,2.61238300025297,84
"{domestic eggs,yogurt} => {whole milk}",0.00772750381291307,0.539007092198582,0.0143365531265887,2.1094845808886,76
"{domestic eggs,whole milk} => {yogurt}",0.00772750381291307,0.257627118644068,0.0299949161159126,1.84676582497406,76
"{domestic eggs,rolls/buns} => {whole milk}",0.00660904931367565,0.422077922077922,0.0156583629893238,1.65186484824368,65
"{domestic eggs,whole milk} => {rolls/buns}",0.00660904931367565,0.220338983050847,0.0299949161159126,1.19791813062747,65
"{domestic eggs,other vegetables} => {whole milk}",0.0123029994916116,0.552511415525114,0.0222674123029995,2.16233576270971,121
"{domestic eggs,whole milk} => {other vegetables}",0.0123029994916116,0.410169491525424,0.0299949161159126,2.11981973155677,121
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660904931367565,0.481481481481481,0.0137264870360956,2.48837118779315,65
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660904931367565,0.314009661835749,0.0210472801220132,2.99252424821181,65
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660904931367565,0.550847457627119,0.011997966446365,2.84686534196674,65
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660904931367565,0.314009661835749,0.0210472801220132,2.88086289566659,65
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650737163192679,0.542372881355932,0.011997966446365,2.12265709834285,64
"{fruit/vegetable juice,whole milk} => {root vegetables}",0.00650737163192679,0.244274809160305,0.0266395526182003,2.24108465307053,64
"{fruit/vegetable juice,soda} => {whole milk}",0.00610066090493137,0.331491712707182,0.018403660396543,1.29734221825513,60
"{fruit/vegetable juice,whole milk} => {soda}",0.00610066090493137,0.229007633587786,0.0266395526182003,1.31328867424833,60
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823589222165735,0.440217391304348,0.0187086934417895,2.27511195138111,81
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823589222165735,0.391304347826087,0.0210472801220132,2.8050133096717,81
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945602440264362,0.505434782608696,0.0187086934417895,1.97809434419281,93
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945602440264362,0.354961832061069,0.0266395526182003,2.54449680635613,93
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104728012201322,0.497584541062802,0.0210472801220132,1.94737125402016,103
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104728012201322,0.393129770992366,0.0266395526182003,2.03175580541772,103
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630401626842908,0.579439252336449,0.0108795119471276,2.26772186499362,62
"{citrus fruit,whole milk} => {whipped/sour cream}",0.00630401626842908,0.206666666666667,0.0305033045246568,2.88307328605201,62
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00620233858668022,0.448529411764706,0.0138281647178444,3.21522358943577,61
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00620233858668022,0.299019607843137,0.0207422470767667,2.84966845265238,61
"{tropical fruit,yogurt} => {whipped/sour cream}",0.00620233858668022,0.211805555555556,0.0292831723436706,2.95476260835303,61
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782918149466192,0.566176470588235,0.0138281647178444,2.92608806528392,77
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782918149466192,0.27112676056338,0.0288764616166751,2.58384853695818,77
"{other vegetables,tropical fruit} => {whipped/sour cream}",0.00782918149466192,0.218130311614731,0.0358922216573462,3.04299519819983,77
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793085917641078,0.573529411764706,0.0138281647178444,2.2445928232017,78
"{whipped/sour cream,whole milk} => {tropical fruit}",0.00793085917641078,0.246056782334385,0.0322318251143874,2.34493067273127,78
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640569395017794,0.375,0.0170818505338078,2.68813775510204,63
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640569395017794,0.308823529411765,0.0207422470767667,2.8332830333626,63
"{root vegetables,yogurt} => {whipped/sour cream}",0.00640569395017794,0.248031496062992,0.0258261311642095,3.46012732450997,63
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,0.0170818505338078,2.58407777193904,84
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00854092526690392,0.295774647887324,0.0288764616166751,2.71356684885432,84
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,0.0170818505338078,2.16648428173498,93
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945602440264362,0.293375394321767,0.0322318251143874,2.69155504025613,93
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101677681748856,0.490196078431373,0.0207422470767667,2.5334095803324,100
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,0.0288764616166751,2.52407300948548,100
"{other vegetables,yogurt} => {whipped/sour cream}",0.0101677681748856,0.234192037470726,0.0434163701067616,3.26706196953843,100
"{whipped/sour cream,yogurt} => {whole milk}",0.0108795119471276,0.524509803921569,0.0207422470767666,2.05274728275711,107
"{whipped/sour cream,whole milk} => {yogurt}",0.0108795119471276,0.337539432176656,0.0322318251143874,2.4196066439194,107
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.0067107269954245,0.458333333333333,0.0146415861718353,2.36873795761079,66
"{other vegetables,whipped/sour cream} => {rolls/buns}",0.0067107269954245,0.232394366197183,0.0288764616166751,1.26345969682106,66
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782918149466192,0.534722222222222,0.0146415861718353,2.09271510368307,77
"{whipped/sour cream,whole milk} => {rolls/buns}",0.00782918149466192,0.242902208201893,0.0322318251143874,1.32058773779194,77
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,0.0288764616166751,1.98438542116207,144
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146415861718353,0.454258675078864,0.0322318251143874,2.34767948996355,144
"{pip fruit,tropical fruit} => {yogurt}",0.00640569395017794,0.313432835820896,0.0204372140315201,2.24680170575693,63
"{pip fruit,yogurt} => {tropical fruit}",0.00640569395017794,0.355932203389831,0.0179969496695475,3.39204769412692,63
"{tropical fruit,yogurt} => {pip fruit}",0.00640569395017794,0.21875,0.0292831723436706,2.8916750672043,63
"{pip fruit,tropical fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,0.0204372140315201,2.39123614716747,93
"{other vegetables,pip fruit} => {tropical fruit}",0.00945602440264362,0.361867704280156,0.026131164209456,3.44861324766989,93
"{other vegetables,tropical fruit} => {pip fruit}",0.00945602440264362,0.263456090651558,0.0358922216573462,3.48264872521246,93
"{pip fruit,tropical fruit} => {whole milk}",0.00843924758515506,0.412935323383085,0.0204372140315201,1.61608392577502,83
"{pip fruit,whole milk} => {tropical fruit}",0.00843924758515506,0.280405405405405,0.0300965937976614,2.67227438194008,83
"{pip fruit,root vegetables} => {other vegetables}",0.00813421453990849,0.522875816993464,0.015556685307575,2.70230355235456,80
"{other vegetables,pip fruit} => {root vegetables}",0.00813421453990849,0.311284046692607,0.026131164209456,2.85585690225913,80
"{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,0.015556685307575,2.25098767454986,88
"{pip fruit,whole milk} => {root vegetables}",0.00894763599389934,0.297297297297297,0.0300965937976614,2.72753630496168,88
"{pip fruit,yogurt} => {other vegetables}",0.00813421453990849,0.451977401129944,0.0179969496695475,2.33588951135733,80
"{other vegetables,pip fruit} => {yogurt}",0.00813421453990849,0.311284046692607,0.026131164209456,2.23139839593425,80
"{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,0.0179969496695475,2.07843507546071,94
"{pip fruit,whole milk} => {yogurt}",0.00955770208439248,0.317567567567568,0.0300965937976614,2.27644098179812,94
"{pip fruit,rolls/buns} => {whole milk}",0.00620233858668022,0.445255474452555,0.0139298423995933,1.74257365349816,61
"{pip fruit,whole milk} => {rolls/buns}",0.00620233858668022,0.206081081081081,0.0300965937976614,1.12040211853645,61
"{other vegetables,pip fruit} => {whole milk}",0.0135231316725979,0.517509727626459,0.026131164209456,2.02535144098935,133
"{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,0.0300965937976614,2.32217799775603,133
"{pastry,tropical fruit} => {whole milk}",0.0067107269954245,0.507692307692308,0.0132180986273513,1.98692950503535,66
"{pastry,whole milk} => {tropical fruit}",0.0067107269954245,0.201834862385321,0.033248601931876,1.92349406158879,66
"{pastry,soda} => {whole milk}",0.00823589222165735,0.391304347826087,0.0210472801220132,1.53142787937508,81
"{pastry,whole milk} => {soda}",0.00823589222165735,0.247706422018349,0.033248601931876,1.42052050177869,81
"{soda,whole milk} => {pastry}",0.00823589222165735,0.205583756345178,0.0400610066090493,2.3107614213198,81
"{pastry,yogurt} => {other vegetables}",0.00660904931367565,0.373563218390805,0.017691916624301,1.93063281811538,65
"{other vegetables,pastry} => {yogurt}",0.00660904931367565,0.292792792792793,0.0225724453482461,2.09884629527487,65
"{pastry,yogurt} => {whole milk}",0.00915099135739705,0.517241379310345,0.017691916624301,2.02430121986361,90
"{pastry,whole milk} => {yogurt}",0.00915099135739705,0.275229357798165,0.033248601931876,1.9729451413593,90
"{pastry,rolls/buns} => {other vegetables}",0.00610066090493137,0.29126213592233,0.0209456024402644,1.50528802248876,60
"{other vegetables,pastry} => {rolls/buns}",0.00610066090493137,0.27027027027027,0.0225724453482461,1.46937982758878,60
"{pastry,rolls/buns} => {whole milk}",0.00854092526690392,0.407766990291262,0.0209456024402644,1.59585688400898,84
"{pastry,whole milk} => {rolls/buns}",0.00854092526690392,0.256880733944954,0.033248601931876,1.39658486365319,84
"{other vegetables,pastry} => {whole milk}",0.010574478901881,0.468468468468468,0.0225724453482461,1.83342116489749,104
